"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"1568",1827,245371,"T. Almada","Thiago Almada",6.5,4,18,86,70,66,76,37,55,736,3,2,1.100000024,2,0,0,2,1,3,5,5,"South America","South America","Right","Attacking Midfield",2
"1569",1836,210468,"I. Kutepov","Ilya Kutepov",6.5,40,25,33,47,57,47,76,74,1080,0,0,0.300000012,5,0,6,0,1,5,4,10,"Europe","Europe Tier 2","Right","Defense",2
"1572",1843,210372,"R. Ghezzal","Rachid Ghezzal",6,40,27,72,68,74,78,28,58,739,1,0,1,3,0,0.5,0,2,3,6,6,"Africa","Europe Tier 1","Left","Attacking Midfield",2
"1573",1845,183483,"K. Mitroglou","Konstantinos Mitroglou",6,20,31,53,76,65,65,20,78,265,1,1,0.899999976,0,0,0.899999976,0,3,3,5,7,"Europe","Europe Tier 1","Left","Forward",2
"1574",1846,198861,"N. Mendy","Nampalys Mendy",6,60,27,69,55,70,74,73,71,2089,0,0,0.100000001,5,0,0.300000012,0,1,3,6,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"1575",1847,205346,"R. Fredericks","Ryan Fredericks",6,50,26,92,51,66,73,69,69,1086,1,0,0.300000012,5,0,1.299999952,1,1,3,4,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1576",1849,180706,"C. Cathcart","Craig Cathcart",6,50,30,40,37,57,53,77,73,3099,3,0,0.400000006,2,0,2.400000095,2,1,3,3,4,"Europe","Europe Tier 1","Right","Defense",2
"1577",1850,190761,"T. Arslan","Tolgay Ali Arslan",6,50,28,73,69,74,78,71,70,805,0,0,1.600000024,4,1,0.600000024,0,1,4,7,9,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",2
"1579",1853,220414,"Diego Rico","Diego Rico Salguero",6,40,26,72,58,69,67,73,73,606,0,0,0.800000012,1,0,0.600000024,0,1,2,1,3,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"1580",1854,188253,"J. McCarthy","James McCarthy",6,40,28,58,60,73,73,74,65,14,0,0,0,0,0,0,0,2,4,2,3,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"1581",1855,199170,"B. Dabo","Bryan Dabo",6,40,27,64,67,71,73,73,78,822,1,1,0.400000006,4,0,1.200000048,0,1,3,6,6,"Africa","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1582",1857,207555,"F. Helander","Filip Helander",6,40,26,47,33,44,53,76,74,1712,0,0,0.5,6,0,2.599999905,0,1,1,3,9,"Europe","Europe Tier 3","Left","Defense",2
"1584",1860,143745,"A. Turan","Arda Turan",6,30,32,64,73,77,77,64,66,704,0,2,1.100000024,1,0,1.399999976,0,3,4,10,10,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"1585",1861,201988,"F. Fernández","Federico Fernández",6,30,30,48,28,50,50,77,74,1484,0,1,0.200000003,2,0,2,0,2,2,3,4,"South America","Europe Tier 1","Right","Defense",2
"1586",1862,219777,"Chema Rodríguez","José Manuel Rodríguez Benito",6,30,27,64,59,57,60,73,73,1254,2,0,0.300000012,7,0,1.700000048,0,1,3,1,6,"Europe","Europe Tier 3","Left","Defense",2
"1587",1863,205601,"C. Atsu","Christian Atsu",6,30,27,86,67,68,77,34,45,1488,1,0,1,2,0,0.400000006,0,1,3,3,4,"Africa","Europe Tier 1","Left","Attacking Midfield",2
"1589",1865,216247,"M. Tisserand","Marcel Tisserand",6,30,26,67,59,69,68,73,76,888,1,0,1,2,0,2.900000095,1,1,3,4,6,"Africa","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1590",1866,195363,"J. Bruma","Jeffrey Bruma",6,30,27,59,53,59,57,72,80,803,0,0,0.200000003,5,0,3.200000048,0,2,3,4,6,"Europe","Europe Tier 1","Right","Defense",2
"1591",1867,172862,"N. Moisander","Niklas Moisander",6,30,33,50,49,69,70,80,71,2639,0,0,0.300000012,6,1,1.600000024,0,2,5,4,5,"Europe","Europe Tier 1","Left","Defense",2
"1592",1868,158438,"Gelson Fernandes","Gélson da Conceição Tavares Fernandes",6,30,32,57,56,68,66,77,80,3008,1,0,0.100000001,13,1,2,0,2,3,5,6,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"1593",1869,231448,"R. Nelson","Reiss Nelson",6,30,19,88,65,60,79,34,47,743,7,0,1.5,0,0,0,1,1,4,7,7,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"1596",1872,201215,"L. Krejcí","Ladislav Krejcí",6,30,26,78,68,75,76,50,57,1063,0,3,0.5,2,0,0.400000006,0,2,2,2,4,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"1597",1873,196801,"Mexer","Edson André Sitoe",6,30,30,60,48,58,63,75,77,3102,0,0,0.300000012,4,0,5.099999905,0,2,3,3,6,"Africa","Europe Tier 1","Right","Defense",2
"1599",1875,172287,"Manu García","Manuel Alejandro García Sánchez",6,30,33,44,69,73,71,77,77,2327,1,1,0.800000012,6,0,3.099999905,0,1,3,1,3,"Europe","Europe Tier 1","Left","Defensive Midfield",2
"1600",1876,204936,"J. Egan","John Egan",6,30,26,65,49,50,59,73,76,3911,1,1,0.800000012,7,1,4.400000095,2,1,3,1,1,"Europe","Europe Tier 1","Right","Defense",2
"1601",1877,226215,"Sabin Merino","Sabin Merino Zuloaga",6,30,27,72,72,70,75,56,59,289,0,0,0.899999976,0,0,1.299999952,0,1,3,1,4,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"1602",1879,196432,"E. Pérez","Enzo Pérez",6,30,33,67,71,76,75,75,78,1103,0,1,0.600000024,1,0,1.899999976,1,2,4,9,10,"South America","South America","Right","Midfield (Attacking/Defensive)",2
"1603",1880,172290,"D. Zurutuza","David Zurutuza Veillet",6,30,32,56,70,74,76,68,65,1223,2,0,0.5,2,0,1.899999976,1,1,5,3,5,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"1604",1881,182896,"R. Rosales","Roberto Rosales",6,30,30,71,64,70,74,75,67,1751,3,1,0.899999976,2,0,2.400000095,1,2,3,1,4,"South America","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1606",1883,209669,"D. Siovas","Dimitrios Siovas",6,30,30,32,44,56,61,74,82,2965,1,0,0.600000024,5,0,3.099999905,1,2,3,1,4,"Europe","Europe Tier 1","Left","Defense",2
"1607",1884,206553,"S. Falette","Simon Falette",6,30,27,67,44,44,46,73,83,1199,0,1,1.100000024,3,0,4.900000095,0,1,3,5,6,"Africa","Europe Tier 1","Left","Defense",2
"1608",1885,229594,"A. Coric","Ante Coric",6,8,22,69,66,71,76,40,52,48,0,0,1.5,0,0,0,0,1,4,7,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"1610",1888,211899,"F. Niederlechner","Florian Niederlechner",6,20,28,70,75,57,69,35,77,972,4,1,1.299999952,3,0,0.699999988,1,1,4,3,3,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"1611",1890,178160,"T. Mangani","Thomas Mangani",6,20,32,55,69,76,71,71,73,1598,3,0,0.699999988,2,1,0.400000006,0,2,3,1,4,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"1612",1893,193098,"C. Clemens","Christian Clemens",6,20,27,77,69,72,72,51,68,1399,2,3,1.799999952,0,0,0.5,0,2,3,3,4,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"1613",1894,161754,"Javi García","Francisco Javier  García Fernández",6,20,32,50,62,67,68,76,82,896,0,0,0.400000006,0,1,3.200000048,0,2,3,2,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1614",1895,190666,"M. Gulde","Manuel Gulde",6,20,28,65,40,53,58,77,70,1714,1,0,0.300000012,3,0,1.600000024,1,1,2,2,2,"Europe","Europe Tier 1","Right","Defense",2
"1616",1897,212772,"O. Duarte","Óscar Duarte",6,20,30,65,47,54,55,77,75,657,0,0,0.200000003,0,0,2.099999905,0,1,3,1,3,"North America","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1618",1899,245275,"T. Bašic","Toma Bašic",6,20,22,54,60,74,71,67,65,1336,2,0,0.899999976,3,0,1.299999952,1,1,3,3,6,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"1620",1903,209744,"E. Mena","Eugenio Mena",6,20,30,78,48,69,74,73,73,1615,0,2,0.400000006,7,0,1.600000024,2,2,3,8,9,"South America","South America","Left","Defensive Midfield,Defense",2
"1621",1904,227647,"M. Mittelstädt","Maximilian Mittelstädt",6,20,22,77,57,69,75,68,62,1802,1,1,0.899999976,2,1,1.700000048,1,1,3,4,5,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"1622",1905,186684,"Kiko Olivas","Francisco José Olivas Alba",6,20,30,52,52,59,59,76,78,3102,0,0,0.200000003,6,0,1.899999976,0,1,3,1,2,"Europe","Europe Tier 1","Right","Defense",2
"1623",1906,192242,"P. Lasne","Paul Lasne",6,20,30,65,72,73,73,72,75,1781,2,0,0.699999988,5,0,0.600000024,1,1,3,1,1,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"1626",1909,192575,"E. Badu","Emmanuel Badu",6,15,28,78,67,70,77,72,72,161,0,0,0.5,0,0,1,0,2,3,3,4,"Africa","Europe Tier 1","Right","Defensive Midfield",2
"1627",1911,240699,"N. De la Cruz","Diego Nicolás De La Cruz Arcosa",6,15,22,78,65,70,75,46,49,996,1,2,1.700000048,1,1,1.200000048,1,1,3,9,10,"South America","South America","Right","Attacking Midfield",2
"1631",1917,191032,"G. Töre","Gökhan Töre",6,15,27,80,68,74,78,43,71,170,0,0,0.699999988,0,0,1,0,2,4,1,2,"Europe","Europe Tier 2","Left","Midfield (Attacking/Defensive)",2
"1632",1918,202882,"T. Bifouma","Thievy Bifouma",6,15,27,93,71,63,77,29,70,621,2,0,2,0,1,0.5,1,1,4,1,2,"Africa","Europe Tier 2","Right","Attacking Midfield,Forward",2
"1633",1919,233550,"S. Grandsir","Samuel Grandsir",6,15,22,87,61,70,76,44,63,234,0,0,0.100000001,0,1,0.300000012,0,1,4,6,8,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"1634",1927,209839,"T. Letschert","Timo Letschert",6,10,26,62,58,64,61,72,77,2527,2,1,0.400000006,4,0,2.299999952,2,1,2,3,10,"Europe","Europe Tier 3","Right","Defense",2
"1635",1928,202828,"F. Viviani","Federico Viviani",6,4,27,63,70,75,75,71,69,341,0,0,0.800000012,1,0,0.800000012,0,1,4,1,1,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"1639",1933,198198,"Jordi Amat","Jordi Amat Maas",6,10,27,65,48,53,57,73,77,2764,0,0,0.200000003,10,0,1.600000024,0,2,3,1,2,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1644",1940,237995,"D. Lainez","Diego Lainez Leyva",7,10,19,84,63,64,79,47,53,425,1,1,1.799999952,2,0,0,0,1,3,2,5,"North America","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"1645",1941,155887,"M. Bradley","Michael Bradley",6,9,31,58,62,75,72,69,76,2762,3,1,0.699999988,6,0,0.400000006,1,2,3,4,7,"North America","North America","Right","Defensive Midfield,Defense",2
"1646",1942,243576,"Pedro Porro","Pedro Antonio Porro Sauceda",8.5,9,19,76,61,66,76,69,62,2214,0,4,0.699999988,4,0,0.600000024,0,1,3,9,10,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1647",1943,233097,"R. van Drongelen","Rick van Drongelen",6,9,20,66,25,58,51,73,74,3016,2,0,0.5,4,0,3.599999905,0,1,4,3,10,"Europe","Europe Tier 3","Left","Defense",2
"1648",1944,220209,"K. Lawrence","Kemar Lawrence",5.5,8,26,88,44,59,69,71,79,1849,1,0,0.200000003,5,0,1.799999952,1,1,3,4,8,"North America","North America","Left","Defense",2
"1650",1947,234570,"Jota","João Pedro Neves Filipe",6,8,20,85,64,65,79,32,50,90,0,0,0.300000012,0,0,2,0,1,3,7,10,"Europe","Europe Tier 2","Right","Forward",2
"1651",1950,189795,"Éder","Éderzito António Macedo Lopes",6,40,31,76,73,59,67,41,79,1146,1,1,1.900000095,4,1,3.600000143,1,2,4,4,9,"Europe","Europe Tier 2","Right","Forward",2
"1652",1951,205295,"H. Soudani","Hillel El Arbi Soudani",6,2,31,72,75,69,75,43,67,145,2,0,1.5,0,0,0.5,0,1,4,5,10,"Africa","Europe Tier 3","Left","Attacking Midfield,Forward",2
"1653",1957,184392,"M. Darmian","Matteo Darmian",5.5,40,29,69,58,66,73,77,67,444,0,0,0.200000003,0,0,0.5,0,2,5,2,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1656",1961,188802,"M. Schmelzer","Marcel Schmelzer",5.5,50,31,74,48,67,66,76,76,759,0,1,1.399999976,1,0,2.299999952,1,2,2,7,9,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"1659",1964,225719,"K. Iheanacho","Kelechi Iheanacho",5.5,50,22,78,71,64,75,28,67,931,1,3,0.600000024,2,0,0.5,0,1,3,6,6,"Africa","Europe Tier 1","Left","Attacking Midfield,Forward",2
"1662",1967,189456,"L. Cooper","Liam Cooper",5.5,50,27,51,35,54,58,74,77,3351,3,1,0.699999988,6,0,5.400000095,2,1,2,1,9,"Europe","Europe Tier 3","Left","Defense",2
"1663",1968,232270,"T. Fosu-Mensah","Timothy Evans Fosu-Mensah",5.5,50,21,83,60,64,65,71,76,795,0,0,0.300000012,3,0,0.600000024,0,1,4,7,8,"Europe","Europe Tier 1","Right","Defense",2
"1666",1972,222634,"I. Success","Isaac Success",5.5,40,23,75,69,65,76,35,66,1039,1,1,1,4,0,1,0,1,3,3,4,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",2
"1667",1973,191648,"M. Yoshida","M. Yoshida",5.5,40,30,55,41,51,63,76,72,1520,0,1,0.800000012,0,0,2.099999905,0,1,4,4,4,"Asia","Europe Tier 1","Right","Defense",2
"1668",1975,205540,"J. Ibe","Jordon  Ibe",5.5,40,23,78,66,68,78,41,61,796,1,1,0.5,1,0,0.100000001,0,1,4,1,3,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"1670",1977,184469,"H. Arter","Harry Arter",5.5,40,29,59,69,72,70,67,72,2009,0,1,0.899999976,10,0,0.200000003,0,1,5,1,3,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"1671",1978,193554,"D. Sakho","Diafra Sakho",5.5,40,29,71,73,58,71,32,72,146,0,0,0.5,0,0,2.5,0,1,3,3,6,"Africa","Europe Tier 1","Right","Forward",2
"1672",1979,224808,"G. Ferrari","Gian Marco Ferrari",5.5,40,27,55,27,39,48,76,71,2790,4,0,0.699999988,9,0,2,1,1,3,3,5,"Europe","Europe Tier 1","Left","Defense",2
"1675",1982,189484,"D. Santon","Davide Santon",5.5,30,28,67,58,71,73,74,69,1263,0,2,0.200000003,0,0,1.5,0,2,3,7,8,"Europe","Europe Tier 1","Right","Defense",2
"1676",1983,183256,"H. Saivet","Henri Saivet",4,30,28,68,70,74,75,64,64,2090,2,2,0.800000012,1,0,1.399999976,0,2,4,3,4,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",2
"1677",1985,144622,"Raffael","Raffael Caetano de Araújo",5.5,30,34,62,76,80,84,44,62,534,2,1,0.800000012,0,0,0.200000003,0,2,4,5,6,"South America","Europe Tier 1","Right","Attacking Midfield,Forward",2
"1678",1987,171791,"José Fonte","José Miguel da Rocha Fonte",5.5,30,35,36,38,54,60,81,76,3112,3,1,0.899999976,5,1,3.299999952,1,3,3,4,8,"Europe","Europe Tier 1","Right","Defense",2
"1679",1988,193116,"M. Gonalons","Maxime Gonalons",5.5,20,30,52,61,68,69,75,75,583,0,0,0.200000003,0,0,5.900000095,0,3,4,7,8,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1680",1989,203590,"F. Hübner","Florian Hübner",5.5,30,28,53,43,48,44,77,72,2504,2,1,0.899999976,10,0,5.5,4,1,3,1,1,"Europe","Europe Tier 1","Right","Defense",2
"1681",1990,183546,"J. Hogg","Jonathan Hogg",5.5,30,30,67,55,65,68,75,79,2377,0,1,0.300000012,8,1,1.100000024,0,1,3,1,7,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"1682",1991,233201,"C. Mepham","Chris Mepham",7.5,30,21,62,33,53,60,72,73,850,0,1,0.200000003,1,0,2.400000095,0,1,3,1,3,"Europe","Europe Tier 1","Right","Defense",2
"1683",1992,182888,"H. Nordtveit","Håvard Nordtveit",5.5,30,29,49,53,71,65,75,75,653,1,0,1.200000048,2,0,2.5,0,2,3,5,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1684",1993,199633,"M. Lowton","Matthew Lowton",5.5,30,30,67,61,73,73,75,74,1748,0,0,0.200000003,7,0,1.200000048,0,1,3,1,2,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1685",1994,202316,"T. Chandler","Timothy Chandler",5.5,30,29,72,61,69,69,75,79,16,0,0,0,0,0,1,0,2,3,5,6,"North America","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1686",1995,194334,"Daniel Ayala","Daniel Sánchez Ayala",5.5,30,28,66,41,52,65,74,78,2723,1,0,1.100000024,10,2,3.900000095,3,1,3,1,8,"Europe","Europe Tier 3","Right","Defense",2
"1687",1996,239744,"M. Cuisance","Mickaël Cuisance",5.5,30,19,71,67,77,75,53,54,269,0,1,0.699999988,3,0,0.100000001,0,1,3,9,10,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"1688",1997,177666,"M. Harnik","Martin Harnik",5.5,15,32,72,74,68,72,46,76,829,4,2,1.600000024,2,0,1.200000048,0,2,4,4,5,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"1689",1998,190416,"D. Le Tallec","Damien Vincent Denis Le Tallec",5.5,30,29,67,62,66,70,76,75,2812,3,0,0.899999976,3,0,2.299999952,1,1,4,2,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1690",1999,198614,"Raúl Navas","Raúl Rodríguez Navas",5.5,30,31,37,45,58,46,77,65,1311,0,0,0.300000012,4,0,1.799999952,0,1,3,3,5,"Europe","Europe Tier 1","Right","Defense",2
"1692",2001,221740,"E. Crivelli","Enzo Crivelli",5.5,30,24,49,72,62,66,30,83,2273,6,1,0.600000024,7,0,3.5,0,1,3,5,8,"Europe","Europe Tier 2","Right","Forward",2
"1693",2002,207920,"E. Durm","Erik Durm",5.5,30,27,76,53,65,68,72,70,2054,0,1,0.400000006,0,0,0.800000012,0,2,3,5,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1696",2005,223608,"Eraso","Javier Eraso Goñi",5.5,30,29,53,71,72,69,58,74,636,0,0,0.200000003,2,0,0.699999988,0,1,3,1,4,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"1700",2010,206493,"Y. Abdelhamid","Yunis Abdelhamid",5.5,30,31,36,29,55,63,76,78,3420,0,0,0.5,2,0,3,3,1,3,1,4,"Africa","Europe Tier 1","Left","Defense",2
"1701",2013,189390,"B. Oczipka","Bastian Oczipka",5.5,30,30,67,59,72,71,74,75,2056,1,5,0.600000024,3,0,0.600000024,0,2,2,6,8,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"1702",2014,230672,"Lyanco","Lyanco Neves Vojnovic",5.5,20,22,59,36,52,58,72,70,90,0,0,0,1,0,0.5,0,1,3,4,6,"South America","Europe Tier 1","Right","Defense",2
"1703",2016,206436,"Y. Benzia","Yassine Benzia",5.5,1,24,70,71,70,75,45,63,162,0,1,3,0,0,0.5,0,2,4,5,10,"Africa","Europe Tier 3","Right","Attacking Midfield,Forward",2
"1704",2018,243656,"N. Radonjic","Nemanja Radonjic",5.5,30,23,80,67,70,74,29,56,902,0,1,1.899999976,2,0,0.200000003,0,1,4,5,7,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"1705",2019,181402,"W. Vainqueur","William Vainqueur",5.5,20,30,65,57,67,71,72,81,262,0,0,0.300000012,1,0,0.600000024,0,2,3,3,5,"Europe","Europe Tier 2","Right","Defensive Midfield",2
"1706",2020,184082,"L. Koné","Lamine Koné",5.5,20,30,56,38,50,56,74,79,2148,1,1,0.300000012,2,0,2,0,1,3,1,4,"Africa","Europe Tier 1","Right","Defense",2
"1707",2021,186521,"B. Espinosa","Bernardo José Espinosa Zúñiga",5.5,20,29,45,44,59,50,73,76,2729,1,1,0.5,2,2,4.199999809,1,1,3,1,4,"South America","Europe Tier 3","Right","Defense",2
"1708",2022,192620,"H. Badstuber","Holger Badstuber",5.5,20,30,35,50,70,54,77,67,519,0,0,0,1,0,0.899999976,0,2,3,3,10,"Europe","Europe Tier 3","Left","Defense",2
"1709",2023,225706,"M. Trauco","Miguel Trauco",5.5,20,26,68,49,73,75,71,79,450,0,1,1.200000048,2,0,0.600000024,0,1,3,3,6,"South America","Europe Tier 1","Left","Defensive Midfield,Defense",2
"1711",2026,195033,"M. Leckie","Mathew Leckie",5.5,20,28,88,68,66,74,55,74,940,2,0,1.200000048,3,0,2.700000048,0,2,4,4,5,"Oceania","Europe Tier 1","Right","Attacking Midfield",2
"1714",2031,191055,"Dídac Vilà","Dídac Vilá Rosselló",5.5,20,30,71,51,68,72,73,75,2358,0,2,0.899999976,10,0,1.799999952,0,1,3,2,5,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"1715",2032,193311,"P. Bargfrede","Philipp Bargfrede",5.5,20,30,66,58,68,69,75,72,1085,0,0,0.5,6,0,1.899999976,0,2,3,4,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"1716",2033,173608,"Joselu","José Luis Sanmartín Mato",5.5,20,29,54,73,64,69,30,67,587,2,0,1.100000024,1,0,2.700000048,0,1,3,1,3,"Europe","Europe Tier 1","Right","Forward",2
"1717",2036,222493,"M. Friedrich","Marvin Friedrich",5.5,20,23,61,36,56,49,74,70,3060,0,0,0.600000024,3,0,4.099999905,2,1,3,1,1,"Europe","Europe Tier 1","Right","Defense",2
"1718",2037,216549,"A. Sørloth","Alexander Sørloth",5.5,20,23,73,72,65,66,35,80,173,0,0,0.300000012,0,0,1.5,0,1,4,2,3,"Europe","Europe Tier 1","Left","Forward",2
"1719",2038,199986,"Arbilla","Anaitz Arbilla Zabala",5.5,20,32,59,56,71,67,75,76,1950,1,2,0.699999988,4,1,2.400000095,0,1,4,1,4,"Europe","Europe Tier 1","Right","Defense",2
"1722",2041,210583,"M. Stendera","Marc Stendera",5.5,20,23,56,71,74,76,57,63,210,0,0,1,1,1,0,0,2,4,3,9,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",2
"1724",2043,177019,"F. Lustenberger","Fabian Lustenberger",5.5,20,31,58,37,60,65,78,70,2171,0,1,0.100000001,2,0,1.799999952,1,2,3,4,9,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",2
"1725",2044,198023,"Ximo Navarro","Joaquín Navarro Jiménez",5.5,20,29,75,47,66,68,74,77,2533,2,2,0.400000006,7,0,1.600000024,1,1,3,1,3,"Europe","Europe Tier 1","Right","Defense",2
"1726",2045,214332,"D. Torres","Daniel Alejandro Torres Rojas",5.5,20,29,53,61,68,69,72,79,71,0,0,0,1,0,0.5,0,1,3,1,3,"South America","Europe Tier 1","Right","Defensive Midfield",2
"1727",2046,198352,"S. Bell","Stefan Bell",5.5,20,27,48,38,53,49,76,75,2250,0,0,0.699999988,7,0,3.700000048,1,1,2,3,4,"Europe","Europe Tier 1","Right","Defense",2
"1729",2049,210214,"Jozabed","Jozabed Sánchez Ruiz",5.5,10,28,59,71,73,72,57,64,1159,0,0,0.600000024,1,0,0.300000012,0,1,3,4,5,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"1730",2050,213313,"R. Walter","Rémi Walter",5.5,20,24,66,61,72,73,66,66,828,2,0,0.5,1,0,0.300000012,0,1,4,3,6,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",2
"1731",2051,214639,"Postigo","Sergio Postigo Redondo",5.5,20,30,57,43,54,57,76,76,1451,1,1,0.300000012,4,1,1,0,1,3,1,3,"Europe","Europe Tier 1","Right","Defense",2
"1732",2052,214955,"E. Mas","Emmanuel Mas",5.5,20,30,78,61,67,72,71,80,1576,2,1,0.600000024,4,0,1.700000048,0,1,2,9,10,"South America","South America","Left","Defense",2
"1733",2053,215108,"J. Buffarini","Julio Buffarini",5.5,20,30,87,62,66,73,69,81,1530,1,1,0.600000024,4,0,1.200000048,1,1,3,9,10,"South America","South America","Right","Defense",2
"1734",2054,214781,"S. Romero","Silvio Ezequiel Romero",5.5,20,30,68,74,68,74,38,66,1011,4,3,1,1,0,0.200000003,0,1,3,8,9,"South America","South America","Right","Attacking Midfield,Forward",2
"1736",2056,237161,"S. Longstaff","Sean Longstaff",5.5,20,21,63,65,68,67,60,60,688,1,0,0.899999976,2,0,1,0,1,4,3,4,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"1738",2061,213134,"L. Öztunali","Levin Öztunali",5.5,20,23,82,67,68,77,47,68,924,0,1,1.100000024,3,0,0.5,0,1,2,3,4,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"1739",2063,231838,"M. Wöber","Maximilian Wöber",5.5,20,21,71,37,61,63,72,76,582,0,0,0.699999988,2,0,3.299999952,0,1,3,6,10,"Europe","Europe Tier 4","Left","Defense",2
"1740",2064,232580,"Gabriel","Gabriel dos Santos Magalhães",7.5,20,21,58,35,51,52,72,75,1061,1,0,0.699999988,1,0,3,0,1,2,4,8,"South America","Europe Tier 1","Left","Defense",2
"1741",2066,226811,"F. Soldano","Franco Soldano",5.5,20,24,69,72,51,69,39,70,1242,2,0,2.599999905,1,0,8.300000191,1,1,3,9,10,"South America","South America","Right","Forward",2
