"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"515",536,202429,"D. da Costa","Danny  Vieira da Costa",13.5,30,25,81,50,70,72,76,81,4292,4,5,1.700000048,1,0,3.5,2,1,3,5,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"516",537,184252,"L. Pratto","Lucas David Pratto",13.5,30,31,71,79,72,75,58,86,1611,4,5,2.400000095,3,0,3.299999952,2,2,3,9,10,"South America","South America","Right","Forward",1
"517",538,171897,"A. Guardado","José Andrés Guardado Hernández",13.5,30,32,68,68,81,82,72,68,2682,0,4,2.400000095,8,0,1.100000024,0,3,2,2,5,"North America","Europe Tier 1","Left","Defensive Midfield,Defense",1
"518",539,177600,"Beñat","Beñat Etxebarria Urkiaga",13.5,30,32,49,73,84,74,67,71,2045,1,2,0.600000024,8,0,0.800000012,1,2,3,6,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"519",540,228819,"M. Vargas","Matías Vargas",13.5,30,22,90,70,72,82,42,67,1979,5,4,1.399999976,2,1,0.200000003,4,1,4,2,5,"South America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"520",541,146536,"Jesús Navas","Jesús Navas González",13.5,30,33,87,69,77,83,69,53,3346,1,7,1.100000024,8,0,0.899999976,0,2,2,7,7,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"522",543,199439,"M. Gregoritsch","Michael Gregoritsch",13.5,30,25,64,78,74,74,40,71,2494,6,2,2.700000048,4,0,2.900000095,1,2,3,3,3,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"523",544,184134,"Fernando","Fernando Francisco Reges",13.5,20,31,61,62,71,70,81,82,2272,2,4,1.899999976,12,0,6.299999714,2,2,2,7,7,"South America","Europe Tier 1","Right","Defensive Midfield",1
"524",545,235944,"Brais Méndez","Brais Méndez Portela",13.5,20,22,74,75,75,77,50,63,2354,6,7,2.299999952,5,0,1,1,1,3,4,5,"Europe","Europe Tier 1","Left","Attacking Midfield",1
"527",548,224309,"Joan Jordán","Joan Jordán Moreno",13.5,15,24,63,74,78,76,67,67,2879,4,4,1.600000024,10,0,1.399999976,4,1,4,7,7,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"530",552,227813,"O. Zinchenko","Oleksandr Zinchenko",13,80,22,71,66,80,79,77,66,1490,0,5,0.899999976,2,0,2.5,0,1,3,9,10,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"532",554,215590,"Ayoze Pérez","Ayoze Pérez Gutiérrez",13,80,25,76,75,67,81,54,66,2928,12,2,1.5,2,0,0.699999988,3,1,4,6,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"533",555,192227,"S. Mustafi","Shkodran Mustafi",13,80,27,60,57,63,61,77,77,3086,3,0,1.600000024,9,0,7.200000286,2,3,3,7,7,"Europe","Europe Tier 1","Right","Defense",1
"535",558,210935,"D. Berardi","Domenico Berardi",13,50,24,77,77,74,82,37,67,2885,8,4,3.599999905,5,1,0.699999988,3,2,3,3,5,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"536",559,220093,"H. Hateboer","Hans Hateboer",13,50,25,83,62,70,77,75,75,2973,5,5,0.800000012,5,0,1.899999976,1,1,2,3,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"537",560,206517,"J. Grealish","Jack Grealish",12.5,50,23,75,66,74,80,41,59,2999,6,7,2.099999905,5,0,0.800000012,7,1,3,2,2,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"539",562,194845,"W. Khazri","Wahbi Khazri",13,40,28,76,80,77,79,43,68,2825,13,6,2.900000095,10,1,0.5,6,1,4,3,6,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"540",563,205391,"S. Meïté","Soualiho Meïté",13,40,25,66,61,74,78,75,83,2663,2,4,0.899999976,7,1,2.400000095,1,1,3,4,6,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"542",565,232411,"C. Nkunku","Christopher Nkunku",13,30,21,77,74,75,80,69,65,1155,3,2,1,0,0,0.5,2,1,3,6,8,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"543",566,205402,"J. Boëtius","Jean-Paul Boëtius",13,30,25,85,70,74,81,42,64,2210,4,7,5.5,8,1,1.800000012,1,1,4,3,4,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"548",572,205201,"O. Yokuslu","Okay Yokuslu",13,20,25,68,70,73,73,75,84,2205,2,0,0.600000024,10,0,2.599999905,1,1,4,4,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"549",573,232099,"M. Grujic","Marko Grujic",13,20,23,62,71,72,78,74,77,1780,5,1,2.099999905,5,0,3.200000048,3,1,3,10,9,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"551",575,203757,"Zé Luís","José Luís Mendes Andrade",13,20,28,82,73,60,78,33,78,2355,13,2,3.700000048,8,0,7.5,5,1,4,7,10,"Africa","Europe Tier 3","Left","Forward",1
"552",576,227476,"Soares","Francisco das Chagas Soares dos Santos",13,20,28,82,75,60,75,48,80,2337,16,4,6.099999905,6,0,3.399999857,3,1,3,7,10,"South America","Europe Tier 3","Right","Forward",1
"553",577,211368,"Bruma","Armindo Tué Na Bangna",13,20,24,90,72,71,84,32,63,1045,2,3,3,3,0,0.300000012,0,2,4,5,10,"Europe","Europe Tier 2","Right","Attacking Midfield",1
"554",578,238359,"Wendel","Marcus Wendel Valle da Silva",13,10,21,78,71,74,79,72,71,1851,1,4,3,4,0,0,0,1,3,4,9,"South America","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"555",579,226377,"G. Martínez","Gonzalo Nicolás Martínez",11,10,26,88,75,71,83,34,62,2673,7,9,4.100000024,2,0,0.400000013,2,1,2,4,9,"South America","North America","Left","Attacking Midfield",1
"557",582,222368,"A. Miranchuk","Anton Miranchuk",13,40,23,76,73,74,77,28,62,2187,12,2,3.200000048,5,0,1.299999952,3,1,4,4,9,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"558",583,241095,"N. Vlašic","Nikola Vlašic",13,30,21,79,70,73,80,48,66,2729,8,7,5.5,2,1,1.299999952,7,1,4,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield",1
"562",587,169595,"D. Rose","Danny Rose",12.5,90,28,77,62,74,79,80,75,2327,0,3,1.200000048,8,0,2.399999857,1,3,3,7,8,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"564",589,194794,"A. Yarmolenko","Andriy Yarmolenko",12.5,90,29,68,80,78,82,42,70,461,2,0,1,2,0,0.300000012,0,3,2,4,5,"Europe","Europe Tier 1","Left","Attacking Midfield",1
"566",591,221479,"D. Calvert-Lewin","Dominic Calvert-Lewin",12.5,70,22,84,70,63,75,38,79,1776,6,2,1.5,3,0,3.200000048,0,1,3,5,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"567",592,201454,"F. Ghoulam","Faouzi Ghoulam",12.5,70,28,75,64,77,78,78,73,1410,1,3,1.299999952,3,0,4,0,2,4,7,9,"Africa","Europe Tier 1","Left","Defense",1
"570",595,186345,"K. Trippier","Kieran Trippier",12.5,60,28,74,60,81,76,78,72,2905,1,5,0.400000006,3,0,1.900000095,1,2,4,9,9,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"571",596,190264,"Iago Falqué","Iago Falqué Silva",12.5,60,29,75,74,79,84,41,54,1618,6,4,2.200000048,1,0,0.200000003,1,3,3,4,6,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"576",601,216816,"G. Simeone","Giovanni Pablo Simeone",12.5,30,23,77,75,59,76,39,71,2459,6,3,1.799999952,2,0,1.100000024,1,2,3,6,6,"South America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"577",602,215061,"D. Benedetto","Darío Benedetto",12.5,50,29,80,80,66,75,38,73,872,2,1,1.899999976,4,0,0.899999976,0,2,5,5,7,"South America","Europe Tier 1","Right","Forward",1
"578",603,213629,"E. Pulgar","Erick Pulgar",12.5,50,25,64,61,75,74,76,78,2363,6,2,1.200000048,6,1,1.600000024,3,1,3,6,6,"South America","Europe Tier 1","Right","Defensive Midfield",1
"579",604,223273,"M. Pašalic","Mario Pašalic",12.5,40,24,59,71,74,76,67,76,1619,5,3,1.100000024,1,0,1.399999976,0,1,4,7,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"580",605,201519,"J. Veretout","Jordan Veretout",12.5,40,26,63,71,78,77,71,69,2944,5,3,1.200000048,12,1,0.899999976,3,1,3,6,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"581",606,206225,"D. Cheryshev","Denis Cheryshev",12.5,40,28,77,79,78,78,55,67,2010,3,4,2.700000048,2,0,2.099999905,0,2,4,6,8,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"584",609,192598,"Elkeson","Elkeson",12.5,30,29,81,77,73,77,49,76,866,10,5,2.799999952,0,0,1,4,2,4,6,10,"South America","Asia Pacific","Right","Attacking Midfield,Forward",1
"585",610,204105,"K. Lala","Kenny Lala",12.5,30,27,79,54,76,77,74,76,3060,5,9,0.699999988,4,0,0.800000012,3,1,3,1,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"588",613,188081,"Alex Teixeira","Alex Teixeira dos Santos",12.5,30,29,92,76,73,82,42,72,2698,18,9,2.5,2,0,0.300000012,6,3,4,4,7,"South America","Asia Pacific","Right","Attacking Midfield,Forward",1
"592",617,233556,"R. Orsolini","Riccardo Orsolini",12.5,30,22,78,69,73,80,39,60,1957,8,5,1.899999976,2,0,1.200000048,2,1,4,2,4,"Europe","Europe Tier 1","Left","Attacking Midfield",1
"593",618,229788,"Rubén Alcaraz","Rubén Alcaraz Jiménez",12.5,30,28,64,73,79,71,80,82,2978,3,2,1.5,13,0,1.5,2,1,4,1,2,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"594",619,240754,"Y. Atal","Youcef Attal",12.5,30,23,88,68,72,82,71,73,2261,6,0,1.200000048,8,0,1.600000024,8,1,5,3,6,"Africa","Europe Tier 1","Right","Defensive Midfield,Defense",1
"597",622,224116,"Dyego Sousa","Dyego Wilverson Ferreira Sousa",12.5,20,29,55,81,53,71,30,86,3186,18,8,7.699999809,3,0,8.000000238,8,1,3,1,4,"Europe","Asia Pacific","Right","Forward",1
"599",624,220883,"R. Borré","Rafael Santos Borré",12.5,20,23,79,75,69,77,41,74,1329,4,3,1.600000024,3,0,1.600000024,0,1,3,9,10,"South America","South America","Right","Forward",1
"602",627,238744,"W. McKennie","Weston McKennie",12.5,20,20,68,64,69,74,76,83,2120,2,5,1.5,7,0,7.599999905,3,1,3,6,8,"North America","Europe Tier 1","Right","Defensive Midfield,Defense",1
"603",628,189250,"S. Rondón","José Salomón Rondón Giménez",12.5,20,29,69,77,62,70,37,82,3367,16,10,5.599999905,1,0,7.699999809,1,2,4,1,2,"South America","Asia Pacific","Right","Forward",1
"604",629,223197,"E. Ünal","Enes Ünal",12.5,20,22,72,77,64,76,36,78,2152,6,3,1.600000024,7,0,3.099999905,0,1,3,7,8,"Europe","Europe Tier 1","Right","Forward",1
"605",630,237183,"M. Rojas","Matías Nicolás Rojas Romero",12.5,20,23,81,78,76,80,63,70,1811,10,2,2.799999952,2,0,0.899999976,4,1,3,8,9,"South America","South America","Left","Attacking Midfield",1
"606",631,219932,"A. Sanabria","Antonio Sanabria",12.5,20,23,76,74,71,78,35,64,1918,7,2,4.999999762,5,0,3.999999881,1,1,4,2,5,"South America","Europe Tier 1","Right","Forward",1
"607",632,239837,"A. Mac Allister","Alexis Mac Allister",12.5,15,20,71,75,75,74,56,62,1544,5,1,3.400000095,4,0,0.800000012,2,1,3,9,10,"South America","South America","Right","Midfield (Attacking/Defensive)",1
"609",634,224540,"E. Boateng","Emmanuel Okyere Boateng",12.5,15,23,91,74,58,78,39,75,2124,9,1,3.399999976,4,0,5.299999952,3,1,4,1,2,"Africa","Asia Pacific","Right","Attacking Midfield,Forward",1
"610",635,239482,"Galeno","Wenderson Nascimento Galeno",12.5,15,21,88,70,66,80,32,65,2132,5,5,2.700000048,6,0,0.5,2,1,3,3,8,"South America","Europe Tier 2","Right","Attacking Midfield",1
"611",636,243686,"Chiquinho","Francisco Leonel Lima Silva Machado",12.5,10,23,72,70,76,79,57,51,2875,8,7,2.200000048,3,0,0.400000006,3,1,3,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"614",641,220131,"M. Diagne","Mbaye Diagne",11,30,27,65,78,58,61,32,74,2704,30,3,7.700000048,6,0,9.500000238,5,1,4,7,10,"Africa","Europe Tier 2","Right","Forward",1
"615",642,178213,"E. Capoue","Etienne Capoue",12,70,30,52,71,74,73,78,77,2947,1,3,0.5,14,1,2,2,2,3,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"616",643,187936,"S. Nzonzi","Steven N'Kemboanza Mike Christopher Nzonzi",12,70,30,42,55,71,68,79,86,3229,1,2,1.100000024,7,0,5.199999809,1,2,3,7,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"618",645,231352,"T. Abraham","Tammy Abraham",12,70,21,74,74,57,69,31,68,3450,26,3,2.900000095,3,0,3.099999905,5,1,3,7,8,"Europe","Europe Tier 1","Right","Forward",1
"621",648,206516,"W. Hughes","Will Hughes",12,50,24,64,64,78,78,68,64,2436,2,4,1,5,0,0.699999988,0,1,3,3,4,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"625",652,213388,"F. Tait","Flavien Tait",12,40,26,75,71,76,81,33,58,2995,5,7,2.400000095,2,0,0.300000012,4,1,3,3,6,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"626",653,225375,"K. Laimer","Konrad Laimer",12,40,22,83,65,73,78,73,73,2418,2,2,2.299999952,9,0,1.999999881,2,1,3,6,8,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"628",655,222501,"T. Castagne","Timothy Castagne",12,40,23,82,56,69,75,73,68,2003,4,2,0.699999988,3,0,0.899999976,2,1,3,3,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"629",656,204077,"M. Niang","M'Baye Babacar Niang",12,40,24,89,76,68,80,31,65,2337,12,5,4.400000095,8,0,3.399999857,1,2,4,3,6,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"631",658,193983,"A. Delort","Andy Delort",12,40,27,73,78,70,73,33,80,3132,14,7,3.299999952,4,0,3.700000048,3,2,3,2,6,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"632",659,225201,"Alex Berenguer","Alejandro Berenguer Remiro",12,40,23,79,68,72,79,63,66,1479,2,3,0.699999988,4,0,0.5,0,1,3,4,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"633",660,200318,"M. Uth","Mark Uth",11,40,27,76,80,69,77,40,68,1804,3,1,3.799999952,5,0,1.700000048,1,1,3,6,8,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"634",661,212096,"V. Grifo","Vincenzo Grifo",12,30,26,70,75,76,82,41,62,1770,7,5,4.699999809,1,0,0.500000015,1,1,2,2,2,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"635",662,209288,"F. Mollet","Florent Mollet",12,30,27,76,74,78,79,50,59,2580,6,4,2.599999905,5,1,0.5,3,1,4,2,6,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"638",665,210324,"J. Hofmann","Jonas Hofmann",12,30,26,76,69,76,78,47,62,1917,5,5,1.299999952,2,0,0.300000012,1,2,4,5,6,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"640",667,230564,"M. Gacinovic","Mijat Gacinovic",10.5,30,24,77,68,72,81,62,62,2749,2,6,2.599999905,4,0,0.899999976,2,1,3,5,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"642",669,224030,"M. Lopez","Maxime Lopez",12,30,21,72,67,78,79,65,58,2609,1,4,0.800000012,4,0,0.400000006,0,1,3,5,7,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"643",670,222148,"O. Duda","Ondrej Duda",12,20,24,69,75,73,80,55,62,2575,11,5,1.700000048,7,0,1,5,1,4,4,5,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"644",671,222357,"B. Embolo","Breel-Donald Embolo",12,30,22,75,71,67,75,39,75,1736,6,1,3.099999905,6,0,3.200000048,1,2,4,5,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"646",673,225126,"E. Skhiri","Ellyes Skhiri",12,20,24,66,68,72,74,79,74,3092,3,2,0.699999988,5,0,1.200000048,3,1,3,3,4,"Africa","Europe Tier 1","Right","Defensive Midfield",1
"649",676,229764,"Córdoba","Iñigo Córdoba Kerejeta",12,20,22,83,71,71,81,64,70,1324,0,5,1,4,0,1,0,1,3,6,6,"Europe","Europe Tier 1","Left","Attacking Midfield",1
"651",678,246172,"S. Chukwueze","Samuel Chukwueze",12,20,20,87,72,66,82,36,57,2213,6,3,4.400000095,2,0,0.800000012,2,1,3,7,8,"Africa","Europe Tier 1","Left","Attacking Midfield",1
"653",680,213013,"F. Acheampong","Frank Acheampong",12,20,25,94,76,67,80,51,75,2659,9,9,1.700000048,4,0,0.300000012,4,1,3,2,4,"Africa","Asia Pacific","Left","Defensive Midfield,Defense",1
"654",681,238067,"N. Zaniolo","Nicolò Zaniolo",12,20,19,73,66,68,76,59,76,2157,6,2,2.799999952,10,0,0.899999976,1,1,3,7,8,"Europe","Europe Tier 1","Left","Attacking Midfield",1
"655",682,199069,"V. Aboubakar","Vincent Paté Aboubakar",12,15,27,74,77,70,78,36,79,519,4,1,4.900000095,1,0,3.299999952,1,3,3,7,10,"Africa","Europe Tier 3","Right","Attacking Midfield,Forward",1
"656",683,233096,"D. Dumfries","Denzel Dumfries",12,15,23,80,50,66,71,76,87,3525,4,6,1.599999905,6,0,4.299999714,1,2,3,5,10,"Europe","Europe Tier 2","Right","Defense",1
"657",684,215689,"A. Petagna","Andrea Petagna",12,15,24,62,74,68,75,40,81,3043,16,1,2.5,8,0,1.100000024,1,1,3,1,1,"Europe","Europe Tier 1","Left","Forward",1
"658",685,225439,"R. Mandragora","Rolando Mandragora",11,15,22,58,63,73,75,74,73,2921,3,2,1.299999952,8,1,1.5,0,1,3,3,4,"Europe","Europe Tier 1","Left","Defensive Midfield",1
"659",686,231447,"D. Malen","Donyell Malen",14,15,20,91,73,64,80,29,72,1141,10,4,2.099999905,4,0,0.5,2,1,3,5,10,"Europe","Europe Tier 2","Right","Forward",1
"660",687,189358,"S. Kagawa","S. Kagawa",12,15,30,62,67,75,84,54,45,675,4,2,2.800000012,2,0,1.200000003,1,3,4,1,8,"Asia","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"662",689,239301,"L. Martínez","Lisandro Martínez",12,15,21,75,55,70,74,77,76,2204,2,3,0.899999976,2,0,2.799999952,5,1,3,7,10,"South America","Europe Tier 2","Left","Defensive Midfield,Defense",1
"663",690,237819,"N. Domínguez","Nicolás Domínguez",11.5,10,21,79,63,70,74,70,78,2202,3,2,1.5,4,0,2,2,1,4,5,5,"South America","South America","Right","Defensive Midfield",1
"664",691,234568,"Gedson Fernandes","Gedson Carvalho Fernandes",12,10,20,79,70,73,76,71,77,1940,1,2,2.400000095,3,0,1.100000024,0,1,3,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield",1
"665",692,223245,"B. Fernández","Brian Fernández",12,10,24,88,76,71,78,29,63,1412,11,1,3.599999905,4,1,0.5,3,1,4,3,7,"South America","North America","Right","Forward",1
"667",695,235029,"F. Chalov","Fedor Chalov",12,30,21,80,74,65,75,33,63,2974,17,7,5,2,0,1.100000024,5,1,4,7,10,"Europe","Europe Tier 2","Right","Forward",1
"668",696,208450,"Andreas Pereira","Andreas Hugo Hoelgebaum Pereira",12,80,23,73,74,78,78,66,69,788,1,1,1,5,0,1,0,1,4,7,8,"South America","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"670",698,177457,"L. Bender","Lars Bender",11.5,60,30,65,64,72,72,83,77,1663,1,4,1.200000048,4,0,4.300000191,2,3,3,6,7,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"672",700,233064,"M. Mount","Mason Mount",11.5,60,20,71,68,74,76,46,53,3321,9,4,2.5,5,0,0.5,2,1,4,7,8,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"673",701,236786,"M. Terrier","Martin Terrier",11.5,50,22,82,76,73,75,34,64,1640,9,0,2.800000191,2,0,1.399999976,2,1,3,6,9,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"674",702,202024,"R. Freuler","Remo Freuler",11.5,50,27,66,69,75,75,70,69,3030,2,6,0.899999976,4,0,1,0,2,3,3,6,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"675",705,229857,"S. Sensi","Stefano Sensi",11.5,50,23,59,58,79,76,65,66,1980,2,4,1.299999952,8,0,0.400000006,1,1,4,3,5,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"676",706,191180,"J. Pastore","Javier Matías Pastore",11.5,50,30,62,73,81,82,56,58,655,3,0,4.400000095,0,0,0.200000003,0,3,4,7,8,"South America","Europe Tier 1","Right","Attacking Midfield",1
"677",707,236496,"M. Guendouzi","Mattéo Guendouzi",12.5,50,20,71,62,73,73,69,74,2806,1,0,1.299999952,10,0,0.5,0,1,3,7,7,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"678",708,213648,"P. Højbjerg","Pierre-Emile Højbjerg",11.5,50,23,61,70,74,75,73,79,2764,4,3,1.700000048,7,2,1.5,2,2,4,4,4,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"679",709,211354,"M. Benassi","Marco Benassi",11,40,24,64,71,75,77,72,74,2296,7,1,1.799999952,6,1,0.400000006,1,2,3,6,6,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"684",715,240740,"C. Hudson-Odoi","Callum Hudson-Odoi",11.5,30,18,85,64,67,81,30,60,808,4,3,2.200000048,0,0,0.5,2,1,3,7,8,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"685",716,171579,"Raúl García","Raúl García Escudero",11.5,30,32,47,82,80,77,72,81,2379,9,3,2.5,13,0,5.800000191,6,2,3,6,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"689",721,236920,"J. Kluivert","Justin Kluivert",11.5,30,20,88,72,66,80,37,59,1660,2,6,1.900000095,3,0,0.900000036,0,1,4,7,8,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"690",722,212886,"W. Cyprien","Wylan Cyprien",11,30,24,76,75,76,78,74,78,2364,4,2,1.799999952,1,1,0.400000006,0,2,3,3,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"692",725,213296,"N. Bentaleb","Nabil Bentaleb",11.5,30,24,65,71,75,79,67,74,2214,6,0,1.600000024,4,0,2.200000048,2,2,2,6,8,"Africa","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"693",726,241721,"Rafael Leão","Rafael da Conceição Leão",11.5,30,20,87,72,64,75,27,71,1295,8,3,1.5,3,0,1.200000048,1,1,4,7,7,"Europe","Europe Tier 1","Right","Forward",1
"694",727,189362,"Hulk","Givanildo Vieira de Souza",11.5,20,32,78,85,76,80,47,86,2105,10,6,3.400000095,5,0,1.100000024,5,4,3,2,5,"South America","Asia Pacific","Left","Attacking Midfield,Forward",1
"696",730,225878,"C. Domínguez","Cecilio Domínguez",11.5,20,24,81,71,73,77,44,70,720,1,2,2.5,0,0,0.600000024,1,1,2,8,9,"South America","South America","Right","Attacking Midfield",1
"697",732,219536,"I. Pussetto","Ignacio Pussetto",10.5,15,23,80,74,62,77,25,65,2182,4,4,1.600000024,8,0,2.700000048,3,1,4,3,4,"South America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"698",733,229636,"G. Pereiro","Gastón Rodrigo Pereiro López",11.5,15,24,71,75,74,79,40,69,2052,10,7,4,3,0,1.200000048,1,2,3,5,10,"South America","Europe Tier 2","Left","Attacking Midfield",1
"699",734,205632,"L. Ocampos","Lucas Ocampos",11.5,15,24,83,73,72,75,61,84,3057,5,7,4.299999714,12,1,2.899999857,1,2,3,7,7,"South America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"700",735,228687,"K. Dolberg","Kasper Dolberg",11.5,20,21,75,80,61,74,29,65,1756,11,2,3.099999905,2,0,1.799999952,1,2,3,3,6,"Europe","Europe Tier 1","Right","Forward",1
"704",739,139068,"Nani","Luís Carlos Almeida da Cunha",11.5,15,32,72,75,79,86,37,62,4065,20,10,5.400000095,8,0,2.800000072,9,3,5,5,6,"Europe","North America","Right","Attacking Midfield,Forward",1
"707",744,236593,"C. Stengs","Calvin Stengs",11.5,10,20,77,62,73,79,34,58,1693,3,4,2.200000048,0,0,0.200000003,3,1,3,3,8,"Europe","Europe Tier 2","Left","Attacking Midfield",1
